№ з.п.;Назва території чи об’єкта ПЗФ;Категорія ;Тип;Площа, га;Місце розташування  території чи об`єкту ПЗФ;Назва установи, підпрємства, організації, землекористувача (землевласника), у віданні якого знаходиться територія чи об’єкт ПЗФ;Рішення, згідно з яким створено (змінено) дану територію чи об’єкт ПЗФ
2.;„Катюжанський”;заказник;гідрологічний;291;Катюжанська сільська рада, Вишгородський район;ДП „Димерське лісове господарство”;Рішення Київського облвиконкому №441 від 18.12.1984р.
3.;„Велеківське болото”;заказник;гідрологічний;773;Семиполківська, Богданівська сільські ради та Броварська міська рада, Броварський район;Державна резиденція “Залісся”;Рішення 16 сесії 21 скликання від 10.03.94р.
4.;Урочище “Гощів”;заказник;гідрологічний;215;Нещерівська та Старобезрадичівська сільські ради, Обухівський район;ДП „Київське лісове господарство”;Рішення Київського облвиконкому №215 від 17.10.1988р.
5.;„Копачівський”;заказник;гідрологічний;227,7;Копачівська сільська рада, Обухівський район;Копачівська сільська рада;Рішення 16 сесії 21 скликання від 10.03.94р.
6.;„Болото Біле”;заказник;гідрологічний;392,6;Сошняківська сільська рада, Бориспільський район;ДП „Ржищівський військовий лісгосп”;Рішення обласної ради 6 сесії 23 скликання від 02.02.99р. 
7.;Урочище “Кончаки”;заказник;гідрологічний;72;Дідівщанська сільська рада, Фастівський район;ДП „Фастівське лісове господарство”;Рішення 16 сесії 21 скликання від 10.03.94р.
8.;„Бабині лози”;заказник;гідрологічний;20;Стадницька сільська рада, Тетіївський район;Стадницька сільська рада;Рішення 16 сесії 21 скликання від 10.03.94р.
9.;„Подільський”;заказник;гідрологічний;280;Подільська і Масківецька сільські ради, Баришівський район;Подільська і Масківецька сільські ради;Рішення Київського облвиконкому №191 від 26.11.1991р.
10;«Криничка»;заказник;гідрологічний;2;м. Ірпінь, вул. Новооскольська;Ірпінська міська рада;Рішення Київської обласної ради від 21.10.10р.     №866-35-V
11;«Дулицьке»;заказник;гідрологічний;71,6;В адміністративних межах Шамраївської та Дулицької сільської рад Сквирського району;ДП „Білоцерківське лісове господарство” Сквирське лісництво;Рішення  Київської обласної ради  від 21.06.2012р. №365-19-VІ
;Разом заказників гідрологічних;11;;3194,9;;;
1.;„Процівський”;заказник;іхтіологічний;563;Процівська сільська рада, Бориспільський район;Процівська сільська рада;Рішення обласної ради 6 сесії 23 скликання від 02.02.99р. 
;Разом заказників іхтіологічних;1;;563;;;
1.;«Стайківські обрії»;заказник;загальнозоологічний;212;Стайківська сільська радаКагарлицький район;Стайківська сільська рада;Рішення Київської обласної ради від 21.10.10р.     №866-35-V
;Разом заказників загальнозоологічних;1;;212;;;
;Всього заказників місцевого значення;82;;24245,035;;;
1.;„Хвощ великий”;пам`ятка природи;ботанічна;2;Вишгородська міська рада, Вишгородський район;Вишгородська міська рада;Рішення обласної ради 6 сесії 23 скликання від 02.02.99р. 
2.;„Омелькова гора”;пам`ятка природи;ботанічна;3;Великосалтанівська сільська рада, Васильківський район;Великосалтанівська сільська рада;Рішення четвертої сесії Київської обласної ради ХХІV від 24.10.02р.     №045-04-ХХІV
3.;„Тюльпанове дерево”;пам`ятка природи;ботанічна;0,2;Ворзельська селищна рада, Києво-Святошинський район;КП „Обласний лісгосп”  ;Рішення Київського облвиконкому №5 від 12.01.87р.
4.;“Ясен звичайний”;пам`ятка природи;ботанічна;0,01;Лісниківська сільська рада, Києво-Святошинський район;Лісниківська сільська рада;Рішення Київської облради від 27.10.2005р. №310-26-ІУ
5.;“Ходосівський дуб”;пам`ятка природи;ботанічна;0,04;Ходосівська сільрада, Києво-Святошинський район;ВП НАУ “Боярська лісова дослідна станція”;Рішення Київської облради від12.12.2008 № 391-21-V
6.;“Витоки струмка Дніприк”;пам`ятка природи;ботанічна;1,5;Чабанівська селищна рада, Києво-Святошинський район;ДП Дослідне господарство “Чабани” Інституту землеробства УААН;Рішення Київської облради від12.12.2008 № 391-21-V
7.;„Вікова сосна”;пам`ятка природи;ботанічна;0,02;Дорогинська сільська рада, Фастівський район;ДП „Фастівське лісове господарство”;Рішення Київського облвиконкому №118 від 28.02.72р.
8.;„Дуб черешчатий”;пам`ятка природи;ботанічна;0,02;Волицька сільська рада, Фастівський район;ДП „Фастівське лісове господарство”;Рішення Київського облвиконкому №524, 1968р.
9.;„Дуби”;пам`ятка природи;ботанічна;0,8;Пісківська селищна рада, Бородянський район;ДП „Тетерівське лісове господарство”;Рішення Київського облвиконкому №524, 1968р.
10.;„Дубові насадження”;пам`ятка природи;ботанічна;2,3;Пісківська селищна рада, Бородянський район;ДП „Тетерівське лісове господарство”;Рішення Київського облвиконкому №524, 1968р.
11.;„Смерека”;пам`ятка природи;ботанічна;0,02;Загальцівська сільська рада, Бородянський район;ДП „Тетерівське лісове господарство”;Рішення Київського облвиконкому №118 від 28.02.72р.
12.;„Сосново-дубові насадження”;пам`ятка природи;ботанічна;7,1;Пісківська селищна рада, Бородянський район;ДП „Тетерівське лісове господарство”;Рішення Київського облвиконкому №524, 1968р.
13.;„Сосново-дубові насадження”;пам`ятка природи;ботанічна;1;Пісківська селищна рада, Бородянський район;ДП „Тетерівське лісове господарство”;Рішення Київського облвиконкому №524, 1968р.
14.;„Соснові насадження”;пам`ятка природи;ботанічна;0,5;Пісківська селищна рада, Бородянський район;ДП „Тетерівське лісове господарство”;Рішення Київського облвиконкому №118 від 28.02.72р.
15.;„Соснові насадження”;пам`ятка природи;ботанічна;5,5;Пісківська селищна рада, Бородянський район;ДП „Тетерівське лісове господарство”;Рішення Київського облвиконкому №118 від 28.02.72р.
16.;„Акація біла”;пам`ятка природи;ботанічна;0,02;Переяслав-Хмельницька  міська рада, Переяслав-Хмельницький район;Переяслав-Хмельницький краєзнавчий музей;Рішення Київського облвиконкому №118 від 28.02.72р.
17.;„Віковий дуб черешчатий”;пам`ятка природи;ботанічна;0,02;Борізська сільська рада, Макарівський район;ДП„Макарівське  лісове господарство”;Рішення Київського облвиконкому №118 від 28.02.72р.
18.;„Три брати”;пам`ятка природи;ботанічна;0,5;Стовп’язька сільська рада, Переяслав-Хмельницький район;Стовп’язька сільська рада;Рішення облради від 20.11.2003р. №133-10-ХХІУ
19.;„Роблена могила”;пам`ятка природи;ботанічна;0,3;Козлівська сільська рада, Переяслав-Хмельницький район;Козлівська сільська рада;Рішення облради від 20.11.2003р. №133-10-ХХІУ
20.;“Соболева могила”;пам`ятка природи;ботанічна;0,3;Виповзьська сільська рада, Переяслав-Хмельницький район;Виповзьська сільська рада;Рішення Київської облради від 27.10.2005р. №310-26-ІУ
21.;“Два товариша”;пам`ятка природи;ботанічна;0,2;Малокаратульська сільська рада, Переяслав-Хмельницький район;Малокаратульська сільська рада;Рішення Київської облради від 27.10.2005р. №310-26-ІУ
22.;“Урочище Гірка”;пам`ятка природи;ботанічна;1,1;Денисівська сільська рада, Переяслав-Хмельницький район;Денисівська сільська рада;Рішення Київської облради від 27.10.2005р. №310-26-ІУ
23.;„Високопродуктивні соснові насадження”;пам`ятка природи;ботанічна;7,3;Логвинська селищна рада, Володарський район;ДП „Білоцерківське лісове господарство”;Рішення Київського облвиконкому №118 від 28.02.72р.
24.;„Гінго дволопатеве”;пам`ятка природи;ботанічна;0,02;Сквирська міська рада, Сквирський район;Сквирська міська рада;Рішення 16 сесії 21 скликання від 10.03.94р.
25.;„Тюльпанові дерева”;пам`ятка природи;ботанічна;0,02;Сквирська міська рада, Сквирський район;Сквирська дослідна станція;Рішення тринадцятої сесії Київської обласної ради ХХІІІ скликання від 5.10.2000р. № 231-13-ХХІІІ
26.;„Двоярусні насадження”;пам`ятка природи;ботанічна;2,9;Розважівська сільська рада, Іванівський район;ДП „Іванківське лісове господарство”;Рішення Київського облвиконкому №118 від 28.02.72р.
27.;„Двоярусні насадження”;пам`ятка природи;ботанічна;6,2;Розважівська сільська рада, Іванівський район;ДП „Іванківське лісове господарство” ;Рішення Київського облвиконкому №118 від 28.02.72р.
28.;„Змішані насадження”;пам`ятка природи;ботанічна;3,1;Розважівська сільська рада, Іванівський район;ДП „Іванківське лісове господарство”;Рішення Київського облвиконкому №118 від 28.02.72р.
29.;„Сосново-дубові насадження”;пам`ятка природи;ботанічна;3,8;Обуховицька сільська рада, Іванівський район;ДП „Іванківське лісове господарство”;Рішення Київського облвиконкому №118 від 28.02.72р.
30.;„Соснові насадження”;пам`ятка природи;ботанічна;4,5;Блідчанська сільська рада, Іванівський район;ДП „Іванківське лісове господарство”;Рішення Київського облвиконкому №118 від 28.02.72р.
31.;„Соснові насадження”;пам`ятка природи;ботанічна;3,8;Шпилівська сільська рада, Іванівський район;ДП „Іванківське лісове господарство”;Рішення Київського облвиконкому №118 від 28.02.72р.
32.;„Соснові насадження”;пам`ятка природи;ботанічна;10;Шпилівська сільська рада, Іванівський район;ДП „Іванківське лісове господарство”;Рішення Київського облвиконкому №118 від 28.02.72р.
33.;„Соснові насадження”;пам`ятка природи;ботанічна;7;Шпилівська сільська рада, Іванівський район;ДП „Іванківське лісове господарство”;Рішення Київського облвиконкому №118 від 28.02.72р.
34.;„Вікові дубові насадження”;пам`ятка природи;ботанічна;11;Адміністрація зони відчуження  та безумовного (обов’язкового) відселення;Державне спеціалізоване виробниче комплексне підприємство “Чорнобильська Пуща”;Рішення Київського облвиконкому №118 від 28.02.68р.
35.;„Вільхові насадження проф. Товстоліса”;пам`ятка природи;ботанічна;4,8;Адміністрація зони відчуження  та безумовного (обов’язкового) відселення;Державне спеціалізоване виробниче комплексне підприємство “Чорнобильська Пуща”;Рішення Київського облвиконкому №118 від 28.02.68р.
36.;„Ділянка сосни звичайної”;пам`ятка природи;ботанічна;5,8;Адміністрація зони відчуження  та безумовного (обов’язкового) відселення;Державне спеціалізоване виробниче комплексне підприємство “Чорнобильська Пуща”;Рішення Київського облвиконкому №118 від 28.02.68р.
37.;„Ділянка сосни звичайної”;пам`ятка природи;ботанічна;0,02;Адміністрація зони відчуження  та безумовного (обов’язкового) відселення;Державне спеціалізоване виробниче комплексне підприємство “Чорнобильська Пуща”;Рішення Київського облвиконкому №118 від 28.02.68р.
38.;„Чорновільхові насадження понад р. Прип’ять”;пам`ятка природи;ботанічна;10;Адміністрація зони відчуження  та безумовного (обов’язкового) відселення;Державне спеціалізоване виробниче комплексне підприємство “Чорнобильська Пуща”;Рішення Київського облвиконкому №118 від 28.02.68р.
39.;„Чорновільхові насадження понад р. Прип’ять”;пам`ятка природи;ботанічна;16;Адміністрація зони відчуження  та безумовного (обов’язкового) відселення;Державне спеціалізоване виробниче комплексне підприємство “Чорнобильська Пуща”;Рішення Київського облвиконкому №118 від 28.02.68р.
40.;„Насадження дуба черешчатого”;пам`ятка природи;ботанічна;15;Адміністрація зони відчуження  та безумовного (обов’язкового) відселення;Державне спеціалізоване виробниче комплексне підприємство “Чорнобильська Пуща”;Рішення Київського облвиконкому №118 від 28.02.68р.
41.;„Дуб Прадуб”;пам`ятка природи;ботанічна;0,01;м. Ірпінь, вул. Мечнікова;Ірпінська міська рада;Рішення Київської обласної ради від 17.06.10р.     №739-32-V
42.;«Городище Городок»;пам`ятка природи;ботанічна;3;Обухівський район,  південний захід від с. Старі Безрадичі;Старобезрадичівська сільська рада;Рішення Київської обласної ради від 29.07.10р.     №757-33-V
43;«Медвин дуб»;пам`ятка природи;ботанічна;0,02;Медвинська сільська радаБогуславський район;Медвинська сільська рада;Рішення Київської обласної ради від 21.10.10р.     №866-35-V
44;“Дуб-Володар”;пам`ятка природи;ботанічна;0,02;Лобачівська сільська радаВолодарський район;ДП „Білоцерківське лісове господарство”;Рішення Київської обласної ради від 03.02.11р.     №043-04-VI
45;“Дуби княгині Ольги”;пам`ятка природи;ботанічна;0,05;с. Новосілки в урочищі «Лужок»  Вишгородського району Київської області;Новосілківська сільська рада;Рішення Київської обласної ради від 21.06.2012 р.     №365-19-VI
;Разом пам`яток природи ботанічних;45;;140,81;;;
1.;“Ревина гора”;пам`ятка природи;комплексна;1;Германівська сільська рада, Обухівський район;Германівська сільська рада;Рішення Київської обласної ради від 23.07.2009 № 490-25V
2.;“Городище”;пам`ятка природи;комплексна;1;Германівська сільська рада, Обухівський район;Германівська сільська рада;Рішення Київської обласної ради від 23.07.2009 № 490-25V
3.;„Вибла могила”;пам`ятка природи;комплексна;2;Семенівська сільська рада, Баришівський район;Семенівська сільська рада;Рішення Київського облвиконкому №191 від 26.11.1991р.
4.;„Мохове”;пам`ятка природи;комплексна;0,3;Лук’янівська сільська рада, Таращанський район;Лук’янівська сільська рада;Рішення Київського облвиконкому №118 від 28.02.72р.
5.;„Городище”;пам`ятка природи;комплексна;5;Адміністрація зони відчуження  та безумовного (обов’язкового) відселення;Державне спеціалізоване виробниче комплексне підприємство “Чорнобильська Пуща”;Рішення Київського облвиконкому №118 від 28.02.68р.
6.;“Дніпрово-Яненковий вал”;пам`ятка природи;комплексна;5,6;Циблівська сільська рада, Переяслав-Хмельницький район;Циблівська сільська рада;Рішення Київської облради від 27.10.2005р. №310-26-ІУ
;Разом пам`яток природи комплексних;6;;14,9;;;
1.;„Дзвінкова криниця”;пам`ятка природи;гідрологічна;2,5;Новопетрівська сільська рада, Вишгородський район;ДП „Київська лісова науково-дослідна станція”;Рішення тринадцятої сесії Київської обласної ради ХХІІІ скликання від 5.10.2000р. № 231-13-ХХІІІ
2.;“Криниця св. Георгія”;пам`ятка природи;гідрологічна;0,025;Горбанівська сільська рада, Переяслав-Хмельницький район;Горбанівська сільська рада;Рішення Київської облради від 27.10.2005р. №310-26-ІУ
3.;„Кошівські джерела”;пам`ятка природи;гідрологічна;178,9;Кошівська сільська рада;Тетіївська РДА;Рішення Київської обласної ради від 17.06.10р.     №739-32-V
;Разом пам`яток природи гідрологічних;3;;181,425;;;
1.;„Ново-Петрівський геологічний розріз”;пам`ятка природи;геологічна;2;Новопетрівська сільська рада, Вишгородський район;ДП „Київська лісова науково-дослідна станція” ;Рішення Київського облвиконкому №510 від 29.10.79р.
2.;„Білогородський горб”;пам`ятка природи;геологічна;2;Білогородська сільська рада, Києво-Святошинський район;Білогородська сільська рада;Рішення Київського облвиконкому №510 від 29.10.79р.
3.;„Змієві вали”;пам`ятка природи;геологічна;15,75;Юрівська, Борівська та Ніжиловицька сільські ради, Макарівський район;ДП „Макарівське лісове господарство”;Рішення двадцятої сесії Київської обласної ради ХХІІІ скликання від05.03.02р. №327-20-ХХІІІ 
4.;„Щербаки”;пам`ятка природи;геологічна;2;Фесюрівська сільська рада, Білоцерківський район;Фесюрівська сільська рада;Рішення Київського облвиконкому №510 від 29.10.79р.
5.;„Відслонення богуславських гранітів”;пам`ятка природи;геологічна;4;Богуславська міська рада, Богуславський район;Богуславська міська рада;Рішення 16 сесії 21 скликання від 10.03.94р.
;Разом пам`яток природи геологічних;5;;25,75;;;
;Всього пам’яток природи місцевого значення;59;;362,885;;;
1.;„Ставищанський”;парк-пам’ятка садово-паркового мистецтва;;11,0547;Ставищанська селищна рада, Ставищанський район;Ставищанське житлово-комунальне підприємство ;Рішення Київського облвиконкому №118 від 28.02.72р.
2.;„Сулимівський”;парк-пам’ятка садово-паркового мистецтва;;15,3;Кіровська  сільська рада, Бориспільський район;Кіровська  сільська рада;Рішення Київського облвиконкому №118 від 28.02.72р.
3.;„Жорнівський”;парк-пам’ятка садово-паркового мистецтва;;5,2;Жорнівська сільська рада, Києво-Святошинський;ВП НАУ “Боярська лісова дослідна станція”;Рішення Київського облвиконкому №118 від 28.02.72р.
4.;„Копилівський”;парк-пам’ятка садово-паркового мистецтва;;8;Копилівська сільська рада, Макарівський район;Копилівська сільська рада;Рішення Київського облвиконкому №118 від 28.02.72р.
5.;„Фастівський”;парк-пам’ятка садово-паркового мистецтва;;33;Бортниківська сільська рада, Фастівський район;ДП „Фастівське лісове господарство”;Рішення Київського облвиконкому №118 від 28.02.72р.
6.;„Молодіжний”;парк-пам’ятка садово-паркового мистецтва;;14,02;Фастівська міська рада, Фастівський район;Міський відділ освіти Фастівської міської ради;Рішення тринадцятої сесії Київської обласної ради ХХІІІ скликання від 5.10.2000р. № 231-13-ХХІІІ
7.;„П’ятигірський”;парк-пам’ятка садово-паркового мистецтва;;29,8;П’ятигирівська сільська рада, Тетіївський район;ДП „Білоцерківське лісове господарство”;Рішення Київського облвиконкому №128 від 26.02.73р.
8.;“Чагари”;парк-пам’ятка садово-паркового мистецтва;;33,9;Тетіївська міська рада, Тетіївський район;ДП “Білоцерківське лісове господарство”;Рішення Київської обласної ради від 23.07.2009 № 490-25V
9.;“Дубовий гай”;парк-пам’ятка садово-паркового мистецтва;;29,8;Тетіївська міська рада, Тетіївський район;Київська обласна державна організація “Київагроліс”, Тетіївське державне агролісництво;Рішення Київської обласної ради від 23.07.2009 № 490-25V
10.;„Томилівський”;парк-пам’ятка садово-паркового мистецтва;;2,8;Шкарівська сільська рада, Білоцерківський район;ДП „Білоцерківське лісове господарство”;Рішення Київського облвиконкому №118 від 28.02.72р.
11.;„Альта”;парк-пам’ятка садово-паркового мистецтва;;3;Подільська сільська рада, Баришівський район;Подільська середня школа;Рішення облвиконкому № 191 від 26.11.1991р.
;Всього парків-пам`яток садово-паркового мистецтва місцевого значення;11;;185,8747;;;
1.;“Трахтемирів”;регіональний ландшафтний парк;;5148,7;Малобукринська, Грушевська сільські ради, Миронівський район;АТЗТ „Аграрно-екологічне об’єднання “Трахтемирів”;Рішення Київської обласної ради двадцять третього скликання від 17.02.2000р. № 168-10-ХХІІІ
2.;”Богуславль”;регіональний ландшафтний парк;;7,5;М. Богуславль, Богуславський район;Богуславський комбінат комунальних підприємств;Рішення Київської облради від12.12.2008 № 391-21-V
;Всього регіональних ландшафтних парків;2;;5156,2;;;
1.;„Первомайське”;заповідне урочище;;82,1;Новопетрівська сільська рада, Вишгородський район;ДП „Київська лісова науково-дослідна станція”;Рішення облради від 20.11.2003р. №134-10-ХХІУ
2.;„Старопетрівські соснові насадження”;заповідне урочище;;102,9;Лютізька сільська рада, Вишгородський район;ДП „Київська лісова науково-дослідна станція”;Рішення облвиконкому № 574 від 19.08.68р.
3.;„Ревуха”;заповідне урочище;;56,2;Розкішнянська сільська рада, Ставищанський район;ДП „Білоцерківське лісове господарство”;Рішення облвиконкому №118, 1968р.
4.;„Верем’я”;заповідне урочище;;6,7;Копачівська сільська рада, Обухівський район;Копачівська сільська рада;Рішення 16 сесії 21 скликання від 10.03.94р.
5.;„Корчуватник”;заповідне урочище;;41;Шпитьківська сільська рада, Києво-Святошинський район;ДП “Київське лісове господарство”;Рішення 16 сесії 21 скликання від 10.03.94р.
6.;„Вепрове”;заповідне урочище;;118;Небелицька сільська рада, Макарівський район;ДП „Макарівське лісове господарство”;Рішення 16 сесії 21 скликання від 10.03.94р.
7.;„Галаганове”;заповідне урочище;;170;Безуглівська та Шевченківська сільські ради, Згурівський район;ДП „Переяслав-Хмельницьке лісове господарство” ;Рішення Київського облвиконкому №118 від 28.02.72р.
8.;„Урочище “Пужа””;заповідне урочище;;10;Плахтянська сільська рада, Макарівський район;ДП „Київське лісове господарство”;Рішення сесії Київської обласної ради  від 23.11.2000р № 249-14-ХХІІІ
9.;„Таліжинецький ліс”;заповідне урочище;;177;Теліжинецька сільська рада, Тетіївський район;ДП „Білоцерківське лісове господарство” ;Рішення 16 сесії 21 скликання від 10.03.94р.
10.;„Малишки”;заповідне урочище;;142;Биковогребельська сільська рада, Білоцерківський район;ДП „Білоцерківське лісове господарство”;Рішення 16 сесії 21 скликання від 10.03.94р.
11.; Болото в урочищі “Солонці”;заповідне урочище;;50;Жовтнева сільська рада, Переяслав-Хмельницький район;Жовтнева сільська рада;Рішення облвиконкому № 510 від 29.10.1979р.
12.;„Студенеківські дубові насадження”;заповідне урочище;;96;Жовтнева сільська рада, Переяслав-Хмельницький район;ДП „Переяслав-Хмельницьке лісове господарство”;Рішення облвиконкому №118, 1968р.
13.;“Крутуха”;заповідне урочище;;9,3;Стовп’язька  сільська рада, Переяслав-Хмельницький район;Стовп’язька  сільська рада;Рішення облради від 27.10.2005р. №310-26-ІУ
14.;„Турчино”;заповідне урочище;;327;Бранепільська сільська рада, Богуславський район;ДП „Богуславське лісове господарство”;Рішення облвиконкому № 574 від 19.08.68р.
15.;„Вікові дубові насадження”;заповідне урочище;;17,5;Адміністрація зони відчуження  та безумовного (обов’язкового) відселення;Державне спеціалізоване виробниче комплексне підприємство “Чорнобильська Пуща”;Рішення облвиконкому №118, 1968р.
16.;„Загір’я”;заповідне урочище;;119;Адміністрація зони відчуження  та безумовного (обов’язкового) відселення;Державне спеціалізоване виробниче комплексне підприємство “Чорнобильська Пуща”;Рішення облвиконкому №118 від 18.12.1984р.
17.;. „Урочище Чагарі”;заповідне урочище;;47;Антонівська сільська рада;ДП „Білоцерківське лісове господарство”;Рішення Київської обласної ради від 17.06.10р.     №739-32-V
;Всього заповідних урочищ;17;;1571,7;;;
;Всього територій та об`єктів ПЗФ  місцевого значення;171;;31521,6947;;;
;Всього територій та об’єктів ПЗФ;194;;112430,6147;;;